	reviewText	overall
4993	It gets tiresome to have to keep updating Quicken every few years because they prevent you from downloading stock prices The graphics are a little better but the functionality has	2.0
4994	This is a typical Quicken Deluxe software that tends to have many server crashes Since I have installed it less then two months their server has crashed twice When I	3.0
4995	Love the Quicken have owned 3 so far This one is a gift for a close friend Thanks for a good product Judy Neuman	5.0
4996	I know giving a product one star because it fails at one feature that not every user needs may seem unfair But everyone knows Amazons rating system is utterly subjective	1.0
4997	Easy to use setting up accounts for checking savings bonds cds etc are easy Downloading transactions almost fully automated if you like Intuitive reports are good Been using it for	4.0
4998	if i look over the history of quicken upgrades it seems the only real upgrades happen every 3 4 years the 2011 upgrade seems to be one of those instances	1.0
4999	I owned Q2008 Q2005 Q2002 and I used them daily during that decade I observed no significant product improvements just a huge increase in software bugs Look up the Q2010	1.0
5000	Quicken is an excellent financial tracking program It helps in the documentation of all expenses and income This allows one to monitor spending	5.0
5001	If you follow Quicken you may recalled my review of Quicken Deluxe 2008 My main complaint was that the date field would revert to the current date whenever I temporarily	3.0
5002	If Quicken 2011 is anything like Quicken 2010 it runs like a 7th grade science project It misses transactions the interface is confusing the screens are amazingly amateurish account lists	1.0
5003	Easy to download and run Some of the new changes to Quicken are subtle but good A little more trouble to print transactions from register That is unless you want	5.0
5004	It was bad enough when Quicken simply littered your desktop with icons linking to Quicken Loans Free Credit Reports which are never free and a sundry of other financial pay	1.0
5005	Not happy with this upgrade Upgraded from Quicken 9 to Quicken 11 Been a very happy Quicken user for many years Quicken 11 is missing the cash flow tab function	2.0
5006	I been using Q for 20 years Some versions have been buggy recently things have been quite good I always upgrade usually yearly and sometimes every other year Never had	5.0
5007	Just installed Quicken 2011 As expected the installer removes your old version Unfortunately the new program was unable to read my old Quicken data file so had it had to	4.0
5008	Heres an example of how lousy Quicken is After using it for many years and for several months on this version I suddenly had it hanging up my PC about	2.0
5009	One again Quicken has improved a product that seemingly needed no improvement As a Beta Tester I would highly recomend this program	5.0
5010	This is a pretty good and richly featured program for photo editing It will do what I need to do and the price is very reasonable Clearly professionals prefer that	3.0
5011	Not really much I can say about this other than on a Windows 7 64 bit machine it did not work at all	1.0
5012	Corel has come a long way and after using this product for a year I have to say that its meets my expectations The control I have over the local	5.0
5013	Its a strange world Despite being what most lay people would think is the also ran to Adobe products Corel has apparently decided that doing the right thing by customers	1.0
5014	I have the limited edition with exclusive bonus pack which provides over 250 in extra value of a 2FB USB flash drive KPT collection plug in Corel Painter Essentials 4	2.0
5015	There is a lot of functionality here which makes it an acceptable program for photo editiing The menu is easy to access and there are not very many mystery icons	2.0
5016	I like this software Okay Im not a professional or an expert but it does seem to have very many features more than half of which I have not needed	4.0
5017	One of the headaches I have with some software is the problem with loading it onto my machine This one thankfully is easy to load and has a lot of	5.0
5018	PaintShop Photo Pro X3 does have some of the best photo correction and editing tools some right up there with Adobe Photoshop which I also use but the new interface	3.0
5019	GUEST REVIEWER MRS KNOW IT ALL b This product is very extensive in what it gives you for the money They provide so much that I dont think I will	4.0
5020	If you are used to Photoshop dont go down to this If you are used to Digital Darkroom dont go down to photoshop However if you are new to photography	4.0
5021	I have a recent model computer with excellent graphics capability and have never run into an issue running any software Since I received this product I have not been able	3.0
5022	This package is the same as nbsp a data hook product link linked class a link normal href Paintshop Photo Pro X3 Ultimate dp B0041S1DLM ref cm cr arp d	4.0
5023	I travel as a tourist a lot and have bought a super zoom camera to take pictures The computer I process and store pic on is seldom on the internet	2.0
5024	I had a really old version of Ultimate Family Tree by another company that stopped supporting their product way back in the late 1990s I was able to keep mine	4.0
5025	I realize I began with an older version so you may want to survey the more recent models However I enjoyed this version as it was new to me The	4.0
5026	This product is not perfect and I had a few issues that I will get into farther down but for now let me say that I was able to import	4.0
5027	Imported my ancestry work without any problems and I got to work I loved how well it worked with Ancestrycom and I found it easy enough to navigate around find	5.0
5028	I happen to already have a subscription to Ancestrycom and periodically work on a tree that I created there so I was already familiar with the main features of this	4.0
5029	The only good thing I can say about this is that it comes with an ancestorycom trial The previous versions were better The menus and options have changed and not	2.0
5030	Id taken a long break from my genealogy research so I had no idea that my former favorite software was now produced by Ancestrycom After loading it I began to	2.0
5031	I used to have the old version of Family Tree Maker and I while loved the searchable databases that came with a subscription I always found the software to be	4.0
5032	I am not the smartest guy in the world but I can usually get a program like this to run but this one was difficult It kept stopping midway through	3.0
5033	1 If you are considering this software please be advised this is an old version and they decided to cut the price on the newest release currently priced at 32	4.0
5034	This is such a great tool for researching your roots and recording your family tree These are two distinct tasks researching and recording Researching your background is where you find	4.0
5035	GUEST REVIEWER MRS KNOW IT ALL b This is a great product to use if you are interested in documenting your family history I have always been interested in my	5.0
5036	First I need to state that I am not an uber serious researcher of my ancestry Nor do I need software that interfaces with Ancestrycom and has a lot of	3.0
5037	Ive tried before to create a family tree First on paper as a college student then dabbling online with ancestrycom with a 15 day free trial Both projects ended pretty	4.0
5038	This is a decent software product that is really a tie in with Ancestrycom It is not Mac compatible which is clearly stated in the description but I want to	3.0
5039	Ive used several versions of Family Tree Maker in the past and have always thought it was an easy to use software This version is no exception and the integration	4.0
5040	Family Tree Maker 2011 is the first family tree maker I have used I am a computer geek but found this software wasnt very intuitive The Ancestry website which you	3.0
5041	I thought this software would make it easier for a total novice to get started in genealogy Nope All it did was succeed in making me frustrated I quit never	1.0
5042	A concise review THIS DOES NOT WORK WITH WINDOWS 7 Not an uncommon problem just contact the publisher for support upgrade right WRONG Poor customer service to me means avoid	1.0
5043	Not a bad program for genealogy research but I had some trouble just getting started with it Its not very user friendly and I really didnt feel too good about	3.0
5044	Ive never made a family tree before and Ive never used family tree software before Im definately not going to be the person who updates my software every year or	3.0
5045	My biggest complaint was that the installation failed on Windows 7 I tried jumping through hoops and it wasnt happening I was able to install the program on an older	2.0
5046	Ive had this product and have kept busy with it as I have a family tree that goes back on both my mothers and fathers side back before the American	4.0
5047	I found Family Tree Maker 2011 Essentials simple and fun for the beginner While I am an experienced computer user I have very little experience with genealogy I found the	5.0
5048	First of all unlike other reviewers this product installed fine on Windows 7 for me I admittedly took awhile to write this review which is affecting my rating of it	3.0
5049	I read a number of reviews about installation problems under Win 7 However it seems to me that those reviews are much reduced after February 2011 or so when Windows	4.0
5050	My daughter needed to do a project for school on her familty tree and she used this for the project It was great	4.0
5051	Being only mildly interested in geneology I do not want an overly complicated piece of software but I would like it to be flexible enough to be more than just	5.0
5052	For keeping track of many different members from any side of the family a genealogy program like Family Tree Maker can be an invaluable and time saving tool While family	3.0
5053	I came into this version of Family Tree Maker from a very old version figuring it was more than time to get an upgrade The version I had would not	3.0
5054	I am overall quite pleased with my trial subscription of SendStuffNow Premium I have already used it 3 times and have found the service to be quite reliable Setup was	5.0
5055	This product is secure and super easy to use It allows to to upload store and share large files quite easily Files are encrypted with 256 bit AES nearly military	2.0
5056	This works fine but is unnecessary You can use online free products like yousenditcom and sizeablesendcom and many others just google It would be fine if it allowed huge downloads	2.0
5057	We used this exclusively with Windows pcs laptops for large file tranfers solving a problem that had plagued us for several years Send Stuff Now means that we are no	5.0
5058	This application comes in handy every now and then for me but honestly there is a free version and depending upon how often you use it you might be able	4.0
5059	SendStuffNow works as advertised for the most part If you need to send large files that cant be sent by normal means it gets the job done without any problems	3.0
5060	I work with video images and large PDF files PowerPoint decks too I usually need to get them approved for publishing or send them to co workers who edit and	4.0
5061	GUEST REVIEWER MRS KNOW IT ALL b If you send A LOT of large files through e mail this is the product for you If you tend to send a	3.0
5062	SendStuffNow is a cloud based stored on the internet file delivery service This software indicates that it is for Windows Mac and universal The premium account gives you 2 gigabytes	3.0
5063	Very powerful and capable software that runs a close second to Adobes various Creative Suites If you dont want to pay hundreds more for an Adobe Creative Suite or you	5.0
5064	CorelDRAW Premium Suite X5 is a feature rich package that is a big improvement from other versions This Premium Suite includes the following CorelDRAW X5 Corel CAPTURE X5 Corel PHOTO	5.0
5065	I was very excited to sink my teeth into CorelDraw and I got to experience it but not on my primary computer First let me just warn the beginners It	4.0
5066	Really nice package of programs works very well and quite easy to learn how to use it I had to contact customer service with installation help and they responded reasonably	5.0
5067	Ive always really liked Corel products I still use WordPerfect and Paint Shop Pro and just recently started using nbsp a data hook product link linked class a link normal	5.0
5068	CorelDRAW Premium Suite X5 is premium design software that supports traditional illustration tracing and graphic design needs Includes website creation with dozens of site styles video editing and flash animation	4.0
5069	Ive been using this for a couple months now and have found that I have actually eliminated many other programs that I used to use as this suite is so	5.0
5070	I have a pretty decent background with high end photo editing suites and CAD software and I have a pretty big tolerance for lag times However this Corel Draw package	4.0
5071	I looked forward to trying this product but the serial numbers didnt work to unlock the main X5 Suite I Tweeted Corel and they responded back promptly with an email	1.0
5072	I am reviewing CorelDRAW Premium Suite X5 from the perspective of a novice user I have never used Corel in the past and I have not used any other graphic	5.0
5074	The name Norton Anti Virus doesnt have the same universal brand name cachet it once did think Kleenex or Q Tips but this nbsp a data hook product link linked	5.0
5075	I hadnt used a Norton product in a while since the last version Id had around 2003 caused massive crashes on my computer So I decided to give this one	2.0
5076	When I originally purchased my laptop it came with a free trial of Norton Anti virus so its probably the virus protection software that Im most familiar with I like	4.0
5077	Well Id tried all I could to get this to work on W8 or W7 it simply wont install Couldnt install on W8 beta nor Win7 but DID get it	2.0
5078	This is a great product to protect my computer from harmful viruses It was easy to install and it seems to be doing a great job	4.0
5079	Norton has always been able to keep my computer safe from viruses and this version is not different Even though it is classified as the older version I have found	5.0
5080	Norton has gotten me out of some real binds over the years It is one of the only packages with a bootable disk that you can insert into your machine	4.0
5081	I ussally purchase anti virus programs at the store so that I can get a cd incase I need to boot from it to fix viruses Found that you can	5.0
5082	well Im in the middle of a month before my virus definitions subscription expires so Norton has pleasantly given me notices every frickin day to remind me that theyre expiring	1.0
5084	I actually bought this by accident intending to buy Norton 360 Make sure you pay attention because the boxes all look very similar and the descriptions can get similar also	3.0
5085	well Im in the middle of a month before my virus definitions subscription expires so Norton has pleasantly given me notices every frickin day to remind me that theyre expiring	1.0
5086	Improved product in Quick Scans use file evaluations to pick those files to be scanned Safe files were generated from millions of users Stops intruder attacks I like the Spyware	5.0
5087	I have used Norton AntiVirus for many years now but switched to 360 last year The only reason I switched was because I got a 4500 Norton Visa Debit card	5.0
5088	I must let you know up front that I am VERY inexperienced in the digital art field and just got my pressure sensitive Craft Tablet last week which also came	5.0
5089	Autodesk Sketchbook Pro 2011 wasnt compatible with my version of MAC If I knew that from the start I wouldnt have gotten it I am getting a new computer soon	2.0
5090	I discovered what a great little program Sketchbook was when I bought nbsp a data hook product link linked class a link normal href Learning Autodesk Maya 8 Foundation DVD	5.0
5091	I put off trying this product for a long time since I already had Photoshop and Painter I didnt see the need to purchase another product when I already had	5.0
5092	AutoDesk SketchBook Pro 2011 is a drawing and sketching application designed for creatively minded people For those with artistic ability SketchBook Pro is a powerful and productive tool but for	5.0
5093	The autodesk sketchbook pro 2011 its good and all but kinda hard to draw something their but its worth it because i can get to draw using different kind of	5.0
5094	Autodesk Sketchbook Pro 2011 is a wonderful digital art program The program is very intuitive enabling artists to create exactly what theyre after in a relatively short amount of time	5.0
5095	A very well designed software tool for the creative folks out there This product fits a niche that I imagine many of were looking for For many if not all	4.0
5096	Sketchbook Pro is really a delicious piece of software Although I am not currently using a digital tablet I will acquire one soon to hitch up to Sketchbook It is	5.0
5097	Good product that I wanted to use with Wacom tablet to exploit its potential The tablet itself is so buggy I had to stop using it So this one is	4.0
5098	This was available at a significant discount so I bought it from Amazon I think that the free competitors are as useful and capable as this but there were some	3.0
5099	Wow I LOVE the Autodesk Sketchbook Pro 2011 Its easy to use but lets you create incredible stuff I also appreciate that the interface is so straight forward Ive been	5.0
5100	I really enjoy the rotating wheel UI Its fairly well featured but as an amateur Im still getting used to its full capbabilities One thing missing is the ability to	5.0
5101	The Sketchbook Pro keeps it simple by presenting you with a white paper like interface where you can draw freely without too many buttons cluttering up the screen There are	4.0
5102	What to say about Autodesk Sketchbook Pro 2011 Starting with the basics this program is designed to make your drawing experience with your electronic tablet easier The installation took no	4.0
5103	SKETCHBOOK PRO 2011 contains DVD two discs that can be used on either a Windows or Mac based computer You do need a DVD drive to use it three of	5.0
5104	Autodesk Sketchbook Pro is known to just about every artist and designer for its ease of use and productive qualities Sketchbook Pro 2011 continues that trend Its great for professionals	5.0
5105	For the price this is an awesome sketching tool You definitely need a tablet to use this If you have a tablet buying this software is a no brainer Start	5.0
5106	I bought the Wacom Bamboo tablet and pen to use together with this and it made a big difference The Autosketch software was easy as can be to install at	5.0
5107	I am not an artist In fact you could dance the entirety of my artistic skills on the point of a pin and still have enough room for hors doeuvres	4.0
5108	I like this program because it offers an array of features that lend themselves more to the creative mind than Corel but this is not to make little of Corel	4.0
5109	I had not used the Turbotax product for a while but getting up to speed with this was not tough And the download was purchased at a great price And	5.0
5110	I have been using Intuit products QuickBooks Quicken TurboTax for many years and these are very inexpensive tools to manage finances and prepare file taxes Professionals will charge over 2000	5.0
5111	The only good part of this software is that it transferred the information from last year correctly Many of the prompts and explanations are incomplete at best confusing and misleading	2.0
5112	TurboTax Business 2010 has still not fixed bugs that have existed for several years In fact I cannot tell that there is a single improvement over prior editions I think	1.0
5113	Find it very reliable over the years Saves money and time vs having others do it for you Step by step tutorial makes this easy to use	5.0
5114	If you have a business you need to be running QuickBooks and TurboTax at Tax time There is a little work to get the data to transfer correctly It would	4.0
5118	Good program but really stick it to you on additional states	4.0
5119	Great product use it every year Bets product on the market would consider no other product that is outbthere thank you	5.0
5120	Turbo Tax is the best tax program for me We have a small business and it tracks everything great Makes it quick and easy Its A in my book	5.0
5121	The only way to do taxes as far as Im concerned Will never go to a tax preparer again Cover every aspect known to man to maximize your refund	5.0
5122	The interview is fine it usually takes you where you need to go BUT line items have no link back to the data source so you cant figure out what	1.0
5123	I cant believe how Intuit is putting out such poor products Quicken 2011 is a waste and now Turbo Tax I have used both products for many years and was	1.0
5124	Have always bought TurboTax Basic is the past because I believed any version could do my taxes Ill have to say the Premier version did work better for my particular	4.0
5125	As always Turbotax is the best software on the market and my taxes are not simple Downloaded installed and performed without a single problem I highly recommend this product	5.0
5126	Ive been using TurboTax for two decades Just purchased and downloaded 2010 Premier It will not install Generates an Error Code 1326 Went to Intuit support They are aware of	1.0
5131	I had not used the Turbotax product for a while but getting up to speed with this was not tough And the download was purchased at a great price And	5.0
5132	I have used TurboTax for many years and like it better than other tax software that I have used I got this TurboTax program from Amazon at a good price	5.0
5133	This is excellent compared to other software I know of but not sure it really competes with profesionals Past years seem better	4.0
5134	Overall it is a good product and easy to use The download from Amazon was a breeze quick and easy The install though took forever It was much much slower	4.0
5135	I have used T Tax for nearly 20 years at this point and as a retired CPA I continue to believe it is the best product available	5.0
5136	Product does what it is supposed to do You have to be prepared with all your records but it works quickly and prepares all the forms both Federal and state	5.0
5137	Ive used TurboTax for about the past 15 years to prepare my relatively simple federal and state returns It makes interpreting the changing and confusing tax forms rules and instructions	5.0
5138	Weve been using TurboTax Deluxe for many years We both have training as tax preparers but find this program as quick and as simple as taxes can be We love	5.0
5139	Wow This program is similar to what professional designers renovators and landscapers use Its not for the faint of heart though Youre going to need a powerful PC It says	5.0
5140	I installed the product on a Win 7 64 bit machine with no problems Performance was excellent I found the program fairly easy to learn and am very satisfied One	4.0
5141	I am a complete newcomer to CAD and home design software but I have always had the idea in my head that if I could draw my house on my	5.0
5142	She loves planning a dream home doing the layout etc Great software I guess it beats the online designer stuff she has used online She basically agrees with the other	4.0
5143	This product provides above average drafting tools and simplify the home design process for the novice It has direct links to website tutorials and downloadable materials and objects and software	4.0
5144	I have used early versions of this product I must confess it was some time ago Notwithstanding I found this product a joy to use with most of the operations	5.0
5145	The new Chief Architect Home Designer Architectural 10 program arrived yesterday and impressed me a LOT more than I expected Ive looked at several such programs over the years and	5.0
5146	My goal with this software was to draw a floor plan of a house we just remodeled so that I would have a flier for potential buyers My other specific	4.0
5147	First be aware that this software is under 200 so you are not going to get a 1500 product as far as features and design options go With that out	4.0
5148	We are planning on building a home in a few years and Ive had a lot of fun playing around with this software Im actually surprised at how quickly it	4.0
5149	My brother is a home remodeler and worked as a Real Estate broker for well over 30 years During that time he became someone who was deeply involved in design	5.0
5150	Being a long time 17 years user of Chief Architect Inc software all versions I never tire of singing its praises It is really magical how in just a few	5.0
5151	Getting it installed was simple but you have to register it before you can use it so you need an internet connection to register it I think it was fairly	3.0
5152	It installed quickly and easily It opens fast and runs very well on this fairly new but low end e machine I am SO impressed by the quality of tutorials	5.0
5153	This product has so many features that suit the beginner and the professional home designer There are thousands of configurations to play with to find the ones that suit your	5.0
5154	I have used this program for two years and just bought V12 as a renewal for my three computers Its been upgraded X times It has never made any of	2.0
5155	There is so much that can be said about what makes a great security software The software has really changed overall First they are actually installed in the computer But	2.0
5157	this software works good only that I find sometimes that it removes part of the information that is need to make some software work just watch out for that	4.0
5158	My first experience with a de cluttering program was on line and about 35 I started to think about getting my own program and found this product in Amazoncom I	5.0
5159	I installed this computer on a low end 64bit Windows 7 System It installed very quickly and without any issues Registration is voluntary Theres no books or anything that came	4.0
5160	As I write this Media Expressions Platimum 3 is on sale for a very low price For that sort of deal the software is worth every penny Media Expressions Platinum	3.0
5161	The Media Expressions Platinum 3 is an easy to use software that makes video and photo editing easy I used this on a Windows 7 machine and worked fairly well	4.0
5162	The basic problem with this software package is that there is so much competition out there eve free software that you really have to do some great things to make	3.0
5163	I liked this software for editing pictures but for editing videos I prefer other software like Roxio or Corel Media Expressions Platinum 3 is a good program for beginners but	4.0
5164	I cant find anything this product does that isnt included either in the basic operating system of your computer or done better by other software It is truly for someone	3.0
5165	This is an okay photo suite that can do basic editing and not much more except It has one fun feature Funhouse is a section that lets you take your	3.0
5166	Media Expressions Platinum 3 is great entry level product for anyone who loves to work with their photos organize them add special effects etc The software is very intuitive and	4.0
5167	For the price Media Expressions is a relatively decent choice for someone who wants do use something kind of like Photoshop but doesnt want to shell out the big bucks	3.0
5168	GUEST REVIEWER MRS KNOW IT ALL b This is a nice software bundle for a person just starting out working with photos videos and music files It is so easy	4.0
5169	The program was easy to install and started up just fine You are able to edit photos easily You can also adjust lighting Red eye and facial photos adjustments are	4.0
5170	As a background I have a desktop running XP with all of the latest updates The system requirements far exceed what is listed for Media Expressions The installation and updates	3.0
5171	This is a nice package if your main needs are photo editing and even putting together slide shows from your photos and adding music It definitely leaves much to be	4.0
5172	OK so I admit that I know nothing about photoshop but I wondered if this would be a good subsitute Honestly Im not sure that it is However for about	4.0
5173	Its easy enough Easy to install Easy to navigate Doesnt slow my computer down and its not a memory hog Thats about all I can say praising this Why cant	3.0
5174	Media Expressions Platinum possesses just about everything one would need to manage lifes memoriesat least those in video photo form The interface is easy to use even for a relative	3.0
5175	I am perhaps not the best person to review this software mainly because I have specialized software that already does all of the things this software does and does them	4.0
5176	The 2011 AVG Internet Security suite appears to have all the same bells and whistles as the 2010 edition with a few added features that are both hit and miss	4.0
5177	The necessary evil when it comes to computers these days With some many products on the market which one do we choose If you anything like me you have multi	3.0
5178	Ive been using the AVG free version on several computers for years with no problems Installed this software on three different computers and they have been running fine and been	5.0
5179	AVG Internet Security 2011 is comprehensive computer protection package The software includes the AVG Firewall AVG Identity Protection AVG Antispam and of course the virus scanner AVG now uses a	5.0
5180	I have recently tried current versions of some common antivirus programs and 3 had major flaws including buttons which didnt work and complete crashes of the entire program requiring a	4.0
5181	GUEST REVIEWER MRS KNOW IT ALL b This software package gives you a lot more for your money AVG internet security 2011 software will protect your PC from malware malicious	2.0
5182	Ive long promoted AVGs free products to friends who asked my opinions Ive tried them myself and they provide an acceptable level of service great news considering the price However	5.0
5183	The free edition of AVG Anti Virus has long been one of the most well known and highly praised anti virus tools so it shouldnt be any surprise that the	4.0
5184	I have used most of the other non free antivirus programs and usually found something about them that disturbed me I was using a free av application when a friend	5.0
5185	Our daughter tried multiple times to put this on her notebook and was unable to complete an installation She got error messages and even crashed Bad disc Most likely but	1.0
5186	Seems to be working all right with my Vista Laptop Havent had any problems as yet Easy to use too	4.0
5187	In a few words after trying out this product I was not persuaded that I actually needed it and I removed it from the computer on which it was installed	2.0
5188	It may do a good job at detecting viruses but lets face it if running an antivirus program throws so much junk on your system and slows it to a	2.0
5189	I installed AVG Internet Security 3 user 2011 on my husbands HP laptop running Windows XP 3 which is about 7 years old It took quite a long time to	4.0
5190	I used to swear by Norton Antivirus because in 2 years working for a government agency that will remain nameless in the early mid 2000s their network went down 4	5.0
5191	I have had previous problems with internet security but not with this software And unlike some other programs it doesnt seem to slow my computer down as much I have	4.0
5192	The necessary evil when it comes to computers these days With some many products on the market which one do we choose If you anything like me you have multi	3.0
5193	Ive been using the AVG free version on several computers for years with no problems Installed this software on three different computers and they have been running fine and been	4.0
5194	Im a Mac user so I got this for the Windows I run using Parallels I have to say that this is a fairly obtrusive product that makes its presence	3.0
5195	I like AVG a lot and this package for three computers is a good product at a very good price You wont be disappointed	5.0
5196	Im sure this works very well As I have a previous version already installed I couldnt get this version to install Apparently you just need to up grade you current	5.0
5197	I have tested and used every major brand of internet projection I just finished reviewing a similar package from Webroot While this AVG suite of protection doesnt cover as much	5.0
5198	Ive used this AVG this year to replace the Norton that I have used for the last several years The Norton let me down when it let several email viruss	4.0
5199	Most commercial ANTI virusspammalware identity operate at nearly the same efficacy when it comes to detecting bugs in a controlled environment A pretty high efficiency I might add Where they	5.0
5200	I was pleasantly surprised at all the features of this security system The best features are the enhanced real time protection and the online protection for secure shopping and banking	5.0
5201	If youve spent much time on PCs this past decade no doubt you recognize the familiar 4 color AVG logo from their wildly popular AVG Anti Virus Free Edition The	2.0
5202	GUEST REVIEWER MRS KNOW IT ALL b This software package gives you a lot more for your money AVG internet security 2011 software will protect your PC from malware malicious	2.0
5203	I installed this on 3 seperate PCs in my house All of the PCs run Win 7 64 On this PC I am writing from the installation went super easily	3.0
5204	Downloading Notes Downloading via Amazon is pretty smooth and painless You can easily download it again later even to a different computer if need be Your authorization is stored in	4.0
5205	Love all H R Block Tax Products I get my taxes done in 1 3 the time even with self employment I feel confident that the regular updates keep you	5.0
5208	Have used this product for a number of years Has as much info in it as the much more expensive TurboTax and crunches the numbers accurately	5.0
5210	Best tax prep software on the market for at home users easy user friendly and accurate	5.0
5211	This year we opted to use H R Block Premium Business instead of TurboTax Deluxe and TurboTax Business due to the many problems we have encountered with TT software year	1.0
5212	Used HR Block tax cut for years Great product that gives a good preview and allows either sending forms or Efiling	5.0
5213	Used H R Block tax software for the first time last year it was cheaper than what I had been using Since they didnt constantly bug me to buy it	3.0
5214	I have been using Taxcut for several years now It has worked fine and I have no major issue I would only caution that if you have a very complicated	4.0
5215	I started using HR Block a few years ago and used Turbo Tax before that I can say that the 2010 HR Block is the same easy to use software	5.0
5216	Listed as old version but Kaspersky upgrades it when you activate it so so what	4.0
5217	One of the better if not the best rated brand names	5.0
5218	I have used this particular software for several years Over the years I have found that the pure version takes a little more computer resources but doesnt slow the computer	4.0
5219	Ive been using Kaspersky products for years now starting from their Internet Security products On my systems at least Kaspersky seems to use minimal system resources has had minimal false	4.0
5220	Kaspersky Products were always in the top 3 computer security products that I would buy I have been running Pure for a while now and I must say that I	4.0
5221	Much better than Symantec or McAfee that I was using Ability to customize settings protection back up etc is good Less memory consuming that other AV products	4.0
5222	Kaspersky Pure is a new all in one package from the Russian anti malware veterans combining security with backup parental control and tune up modules If your anything like me	2.0
5223	Each on my 3 networked systems is regularly used by 3 grandchildren age 14 10 8 Prior to installing Kaspersky I regularly had to clean my systems of malware and	5.0
5224	Ive been a Kaspersky Internet Security KIS user for several years and never had a problem The product worked and a transition from my older Windows XP systems to 64	3.0
5225	Was totally unfamiliar with the GUI despite its ease Windows securit incorporated itself with the GUI so that helped a bit tested an USB security tool malicious device and i	4.0
5226	The Kaspersky Pure was installed on our guest room PC with Windows XP in July 2011 It replaced the Bit Defender Total Security that was starting to bog down the	4.0
5227	I have been a happy Kaspersky Internet Security for 3 years and was excited to try the expanded features of Pure On the plus side the technical support is great	4.0
5228	Kaspersky PURE is completely outstanding It offers constantly updated databases and doesnt slow down your computer either I recommend Kaspersky PURE to anyone who wants cutting edge virus protection	5.0
5229	Ive used many different security suite packages from free to pay For many as long as you arent reckless and have a decent tech IQ the low cost items such	4.0
5230	Installed this a month ago and have been using it since During the installation I was asked to participate in sending data to Kapersky and I am always reluctant to	4.0
5231	I have been through a large number of PC security products over the years Within the past few years there have been a number of new products on the market	4.0
5232	Ive used Kaspersky for years on and off and I dont notice much of difference between PURE and other entries from Kaspersky That may be because I dont have young	4.0
5233	Works good and unlike some of the other virus programs Ive used in the past doesnt slow down my computer Note I did have a few problems with the first	4.0
5234	Ive used various anti virus security software packages over the years McAfee Norton etc There is no one software package that is going to catch everything but over the years	5.0
5235	While using Kaspersky PURE I have encountered a few attacks try to invade my machine but Kaspersky stopped them cold	5.0
5236	Kaspersky isnt my favorite antivirus I find that its scans are slow and that the interface isnt as user friendly as it could be But the parental controls filtering software	4.0
5237	I have had many Virus programs over the years This is a full featured suite with a really nice interface I really liked the feature where one could control the	5.0
5238	Ive been running this for a few months now and I have nothing but good things to say The interface is pretty simple it runs scans quickly and doesnt seem	5.0
5239	For the home office computers I liked Kaspersky Pure It gave me all the things I can competently manage Thats not a large set of tasks I manage 3 PCs	3.0
5240	First I installed this program on laptops running Windows 7 32 bit and 64 bit No compatibility issues or resource draining seen The latter two are big pluses for any	4.0
5241	Ive been evaluating different anti virus software lately McAfee Norton and this one For me the biggest concern was performance of my PC when the antivirus software was installed McAfee	5.0
5242	GUEST REVIEWER MRS KNOW IT ALL b This is the one and only PC security software I trust Kaspersky PURE has a great collection of security tools get antivirus protection	5.0
5243	Ive had Kaspersky on three of our home PCs for the past year and have been very pleased with the software I replaced their standard version with this version PURE	5.0
5244	Its not exactly what I want but its the closest out there I wanted to be able to enter my address book info then print out neat updated computer generated	5.0
5245	Good product with well thought out side features Handy to have for quick checking addresses for mailings and the labels feature is VERY handy especially around Christmas time	3.0
5246	Good product and the customer service is great I just wish it was a little more like my old Parsons software	4.0
5248	Very nice program and Easy to use Very good Tech support and I would totally buy this for friends	5.0
5249	Some nice changes to 2007 at least now all the programs share the same interface Some changes are not for the business oriented user Not very stable Outlook keeps finding	3.0
5251	Worked as it was supposed to work I was able to do the upgrade without affecting my programs or data files The Virtual XP worked quite well and made my	5.0
5252	This product works and looks as presented it does the job for which it was intended thats what it should do	5.0
5253	If it has to be MS Office this is the version you want this is not a subscription you renew every year having the disk makes a reinstall easy	3.0
5255	Ive now used the Microsoft Windows 7 Anytime Upgrade Home Premium to Professional several times now and in most cases its easy You simply click on the text link on	4.0
5256	I had to upgrade a laptop already running Win 7 home version to make my laptop able to run some business apps The Amazon download process worked just fine No	3.0
5257	Pros Transaction is easy Windows upgrade is easy with no problems Cons It costs money for this upgrade so they can use the backup to network feature Windows is coming	5.0
5258	Ive been using Office heavily since the 1995 version and always considered it one of the best products MS has ever produced Starting in 2007 they introduced that horrid Ribbon	1.0
5259	This is a huge leap forward from office 2007 which Microsoft put out The learning curve was so high I have het to hear anyone who likes office 2007 Everyone	3.0
5260	Microsoft Office Professional 2010 2PC 1User Disc Version Ive been using Microsoft Office since the Stone Age After Word Perfect fell off the road from Take Overitis I made the	3.0
5261	unless you just must have the latest version But without an upgrade path pricing option not sure this is worth the cost of full retail pricing Download time will depend	2.0
5262	Current Office 2007 users wont find any surprises in the 2010 version the interface is the same tabbed interface that remains a mixed blessing at best for those who were	2.0
5263	Works as advertised and took about 10 15 minutes to activate and start using Made a lot of older XT programs work that would not behave before Am extremely pleased	5.0
5264	Many reviewers have gone to the trouble of explaining how the user experience differs from previous versions of office so I wont re hash Having used all of the programs	4.0
5265	Ive been comfortably using my old version of Word for years and wondered what improvements could be made to warrant a new version I was put off at first by	4.0
